排名,CPU型号,CPU核心数,单核得分,多核得分,多核线程数
1,13th Gen Intel(R) Core(TM) i5-13600K,20,4169,55379,20
2,13th Gen Intel(R) Core(TM) i5-13600K,8,4306,29877,8
3,13th Gen Intel(R) Core(TM) i5-13600K,8,4333,27822,8
