排名,CPU型号,CPU核心数,单核得分,多核得分,多核线程数
1,-,5,9723,37217,5
2,-,5,9601,36720,5
3,-,10,9433,59513,10
4,-,10,9169,56402,10
5,-,8,8524,38864,8
6,-,10,8509,63530,10
7,-,10,8301,57272,10
8,-,10,7651,47011,10
9,-,10,7475,49899,10
10,-,4,5217,19626,4
11,-,1,4009,8027,3
12,-,1,3468,7023,3
13,-,1,675,3934,4
